passengerId1,passengerId2,flightCount
2256,5082,3
2262,11073,3
2274,13620,3
2276,2358,3
2279,2291,3
2279,2437,3
2288,2297,3
2292,7721,3
2323,9505,3
2323,10619,3
2380,7668,3
2383,14021,3
2392,3677,3
2418,4496,3
2421,2494,3
2423,2461,3
2429,3250,3
2441,6900,3
2442,9626,3
2446,3405,3
2450,2454,3
2455,8203,3
2462,5372,3
2462,5733,3
2469,3599,3
2476,8845,3
2480,2863,3
2480,2927,3
2485,7853,3
2490,5689,3
2491,5122,3
2498,2500,3
2509,4670,3
2511,4700,3
2511,5429,3
2519,4548,3
2526,6931,3
2527,8037,3
2528,4886,3
2539,2565,3
2544,4543,3
2545,14072,3
2546,4854,3
2550,7243,3
2550,8906,3
2551,10228,3
2573,4403,3
2575,6424,3
2605,12271,3
2612,9498,3
2628,2679,3
2635,3505,3
2639,13249,3
2653,8433,3
2663,2676,3
2672,3015,3
2674,3941,3
2676,13745,3
2678,6347,3
2684,2773,3
2686,2700,3
2687,10203,3
2694,3343,3
2702,3802,3
2707,2759,3
2713,7162,3
2716,11600,3
2717,5275,3
2717,5463,3
2723,7666,3
2724,3231,3
2761,2792,3
2761,3034,3
2765,11883,3
2766,6701,3
2767,4962,3
2774,9742,3
2780,8645,3
2788,6591,3
2790,7558,3
2801,7877,3
2824,3590,3
2851,11407,3
2857,8964,3
2868,9356,3
2909,5354,3
2910,10334,3
2916,13520,3
2922,3055,3
2922,9245,3
2926,10346,3
2927,9036,3
2928,8686,3
2938,3867,3
2944,5909,3
2946,3480,3
2956,8928,3
2960,4552,3
2960,10629,3
2964,6902,3
2975,5743,3
2982,8240,3
2998,3567,3
3000,5690,3
3029,9075,3
3042,3072,3
3052,6173,3
3101,5375,3
3112,9282,3
3112,9380,3
3113,7533,3
3117,3191,3
3127,3199,3
3142,6411,3
3145,5959,3
3147,5278,3
3149,3528,3
3173,4516,3
3174,7429,3
3179,8397,3
3203,3332,3
3206,4370,3
3243,9420,3
3249,3802,3
3286,7837,3
3291,3571,3
3316,10728,3
3321,3360,3
3356,7813,3
3356,10358,3
3357,7650,3
3367,5426,3
3371,3961,3
3380,5182,3
3404,3419,3
3408,3415,3
3409,5138,3
3425,3431,3
3435,9800,3
3447,4391,3
3451,14055,3
3453,3749,3
3466,7073,3
3466,9513,3
3471,3963,3
3491,7854,3
3491,12409,3
3509,3675,3
3512,3568,3
3514,3542,3
3518,11396,3
3528,6352,3
3534,9924,3
3543,3600,3
3548,4451,3
3551,5616,3
3553,9816,3
3569,4883,3
3573,11049,3
3577,3679,3
3590,7629,3
3592,11846,3
3611,5163,3
3617,3669,3
3636,4154,3
3637,4747,3
3644,3670,3
3645,5344,3
3677,11272,3
3694,8326,3
3725,5155,3
3735,3782,3
3738,3752,3
3748,3756,3
3755,5511,3
3818,4619,3
3849,7562,3
3851,6881,3
3855,8297,3
3858,4533,3
3863,5955,3
3871,4551,3
3880,9386,3
3883,7657,3
3889,13734,3
3894,8501,3
3907,5278,3
3907,13819,3
3924,8202,3
3936,7627,3
3938,11162,3
3940,5367,3
3953,4016,3
3957,6749,3
3994,7118,3
3997,4933,3
4002,4020,3
4004,4049,3
4016,13671,3
4018,4057,3
4028,4041,3
4032,4077,3
4037,7266,3
4056,8596,3
4059,4332,3
4068,4074,3
4082,4378,3
4092,4322,3
4108,7636,3
4121,4194,3
4131,11829,3
4142,7162,3
4181,7338,3
4193,5374,3
4209,6733,3
4212,4641,3
4215,7326,3
4215,8710,3
4222,4233,3
4224,4270,3
4227,12850,3
4233,4239,3
4253,11388,3
4256,4546,3
4268,8007,3
4278,7153,3
4280,6930,3
4293,7776,3
4296,7773,3
4300,6953,3
4311,4325,3
4332,5482,3
4334,4372,3
4335,10592,3
4338,8260,3
4341,13840,3
4350,4360,3
4361,4392,3
4363,10320,3
4373,5429,3
4388,5426,3
4388,5483,3
4391,5096,3
4393,4400,3
4393,10403,3
4441,5269,3
4454,10106,3
4464,4478,3
4468,8268,3
4483,4893,3
4494,11914,3
4511,4880,3
4512,4523,3
4516,8929,3
4529,5560,3
4542,4591,3
4543,5260,3
4543,6113,3
4543,7747,3
4555,7668,3
4564,4598,3
4576,4899,3
4576,11509,3
4583,4588,3
4591,6468,3
4603,11099,3
4618,4685,3
4621,4676,3
4628,4979,3
4632,5755,3
4632,6113,3
4670,14059,3
4687,9072,3
4687,12212,3
4688,5159,3
4694,6519,3
4700,6043,3
4700,10731,3
4701,10184,3
4716,5841,3
4731,11026,3
4740,4767,3
4745,8289,3
4771,13802,3
4774,10308,3
4774,10796,3
4785,7903,3
4789,8879,3
4802,4809,3
4827,6843,3
4856,5416,3
4856,11513,3
4869,4895,3
4875,9539,3
4886,7692,3
4889,5273,3
4917,6050,3
4919,7484,3
4970,4995,3
4972,11299,3
4993,8785,3
5002,7381,3
5005,11011,3
5012,5062,3
5018,5085,3
5054,10520,3
5055,8542,3
5073,5628,3
5081,14087,3
5082,6027,3
5109,7400,3
5110,5193,3
5120,10128,3
5125,5193,3
5136,7897,3
5136,8076,3
5146,5175,3
5198,8724,3
5204,7671,3
5209,5241,3
5246,9057,3
5246,10718,3
5277,8240,3
5308,5399,3
5316,11870,3
5319,7692,3
5321,7280,3
5330,10713,3
5332,12019,3
5358,9698,3
5361,6106,3
5368,6437,3
5406,11829,3
5414,10573,3
5417,5480,3
5435,6079,3
5464,9077,3
5499,11938,3
5501,7162,3
5503,5592,3
5509,10615,3
5528,5581,3
5533,5568,3
5535,5590,3
5542,6749,3
5544,5958,3
5545,8552,3
5551,6763,3
5566,10116,3
5569,11727,3
5569,11743,3
5578,9166,3
5595,5597,3
5601,5690,3
5603,5668,3
5605,8733,3
5606,5640,3
5606,5682,3
5612,5680,3
5612,7600,3
5616,6464,3
5624,6197,3
5627,13210,3
5639,10609,3
5660,5688,3
5665,10530,3
5708,5780,3
5721,9278,3
5728,5796,3
5729,5752,3
5731,5750,3
5735,5794,3
5736,5740,3
5771,5793,3
5774,5782,3
5775,6784,3
5792,6918,3
5798,12069,3
5805,8288,3
5814,5870,3
5819,9356,3
5865,8837,3
5903,5908,3
5910,5973,3
5910,13549,3
5911,5985,3
5912,6580,3
5916,5925,3
5922,11038,3
5923,5924,3
5924,5954,3
5925,12310,3
5928,5965,3
5946,5959,3
5953,8227,3
5960,5980,3
5970,8400,3
5971,5982,3
6001,9369,3
6024,6088,3
6033,12389,3
6036,6083,3
6043,13619,3
6052,10352,3
6060,6064,3
6060,13911,3
6061,8249,3
6065,6075,3
6067,8293,3
6085,7712,3
6093,6600,3
6093,8230,3
6095,9660,3
6142,6765,3
6143,6161,3
6165,6464,3
6166,10731,3
6171,9403,3
6187,9816,3
6220,13510,3
6294,13842,3
6316,6584,3
6336,7079,3
6338,7582,3
6350,8808,3
6363,8465,3
6364,8236,3
6388,8693,3
6419,6478,3
6427,9622,3
6435,13552,3
6477,6495,3
6511,11886,3
6516,6585,3
6544,7010,3
6545,9471,3
6553,7092,3
6553,8218,3
6558,7680,3
6570,7327,3
6590,9755,3
6597,11699,3
6618,7268,3
6652,11360,3
6678,11769,3
6706,10212,3
6711,6755,3
6720,6744,3
6728,6768,3
6733,12009,3
6735,6739,3
6780,6791,3
6801,6838,3
6805,10645,3
6847,9369,3
6854,6883,3
6954,6992,3
6972,11808,3
6974,8878,3
6974,10052,3
6979,7471,3
6991,8305,3
6994,8977,3
7005,7087,3
7023,8562,3
7023,9049,3
7038,7087,3
7054,7077,3
7094,8359,3
7172,8099,3
7197,9016,3
7209,10780,3
7220,8752,3
7243,10332,3
7244,7257,3
7246,10909,3
7268,9587,3
7280,8267,3
7301,10149,3
7331,7747,3
7346,7381,3
7358,7626,3
7379,13038,3
7380,8695,3
7381,7882,3
7387,10421,3
7393,8917,3
7393,11587,3
7406,9089,3
7433,7436,3
7433,8220,3
7444,11796,3
7453,12413,3
7505,7549,3
7505,10283,3
7507,12000,3
7508,12204,3
7522,7534,3
7524,7549,3
7524,8659,3
7527,7565,3
7565,7643,3
7579,11698,3
7585,8084,3
7608,8249,3
7608,13549,3
7612,7623,3
7626,8189,3
7633,9996,3
7657,8539,3
7673,11211,3
7684,9539,3
7693,8084,3
7703,7710,3
7710,7760,3
7714,9404,3
7715,7722,3
7716,7728,3
7733,11032,3
7736,7761,3
7744,9355,3
7746,7868,3
7747,8658,3
7756,12533,3
7768,7867,3
7771,7778,3
7813,7837,3
7824,7892,3
7847,7899,3
7877,12687,3
7898,10770,3
7902,11400,3
7903,11712,3
7910,9493,3
7913,14095,3
7914,11215,3
7960,11032,3
7987,12497,3
8014,8127,3
8014,9223,3
8019,10079,3
8036,9601,3
8057,8986,3
8089,9069,3
8102,8579,3
8105,9201,3
8131,9397,3
8142,8471,3
8180,9301,3
8189,11529,3
8195,9383,3
8201,11957,3
8210,8214,3
8212,12070,3
8251,9095,3
8252,13956,3
8257,10644,3
8258,13607,3
8266,8291,3
8285,13247,3
8288,9057,3
8406,9280,3
8465,12525,3
8479,10776,3
8512,8554,3
8519,9539,3
8519,10314,3
8529,12439,3
8542,13552,3
8544,9629,3
8551,10181,3
8558,9786,3
8587,9684,3
8590,9629,3
8597,11516,3
8609,13477,3
8664,13623,3
8674,8752,3
8702,8775,3
8736,8752,3
8774,10201,3
8804,9738,3
8808,10449,3
8810,8893,3
8811,10368,3
8835,8847,3
8844,8892,3
8879,9238,3
8924,8985,3
8929,8949,3
8934,8953,3
8951,8976,3
9024,9095,3
9055,9376,3
9072,10165,3
9088,9092,3
9207,9283,3
9211,9278,3
9258,9299,3
9279,10181,3
9302,9933,3
9307,11050,3
9319,9387,3
9342,10004,3
9382,10033,3
9406,9424,3
9418,9865,3
9424,9454,3
9430,9859,3
9548,9903,3
9592,9934,3
9615,12358,3
9638,9650,3
9653,11834,3
9653,13594,3
9685,10196,3
9685,10658,3
9699,12498,3
9723,13195,3
9726,9745,3
9763,9997,3
9772,9788,3
9773,9922,3
9833,11719,3
9840,11073,3
9875,11353,3
9882,9898,3
9910,14022,3
9929,9942,3
9931,10945,3
9931,11347,3
9932,9965,3
9936,9988,3
9954,10112,3
9960,9961,3
9974,13518,3
10011,10079,3
10019,10033,3
10022,11216,3
10025,11359,3
10082,10085,3
10149,10158,3
10175,10265,3
10196,11719,3
10244,11712,3
10352,10372,3
10352,11484,3
10354,10846,3
10405,10473,3
10406,10488,3
10407,10472,3
10408,10487,3
10417,10495,3
10426,10474,3
10427,12565,3
10428,10468,3
10436,10451,3
10437,10457,3
10438,10446,3
10439,10490,3
10440,10477,3
10450,10471,3
10452,10465,3
10461,10499,3
10466,10496,3
10512,10589,3
10524,10592,3
10530,11359,3
10620,10681,3
10631,15146,3
10631,15193,3
10632,12669,3
10640,11577,3
10652,10661,3
10683,11788,3
10757,11963,3
10822,10837,3
10975,11906,3
11002,11056,3
11010,11065,3
11011,11315,3
11032,11309,3
11074,12130,3
11083,12119,3
11130,11963,3
11198,13647,3
11207,12376,3
11303,11357,3
11370,11767,3
11378,12035,3
11474,11930,3
11546,12276,3
11559,13235,3
11587,11599,3
11587,12374,3
11599,13365,3
11676,14650,3
11682,11698,3
11686,13731,3
11686,13771,3
11690,11917,3
11727,12890,3
11737,11759,3
11758,11799,3
11813,11843,3
11910,12070,3
12019,13541,3
12020,13651,3
12031,12157,3
12047,12157,3
12057,12135,3
12147,12189,3
12160,12323,3
12243,12275,3
12298,12323,3
12341,12396,3
12358,12381,3
12400,14097,3
12422,12461,3
12434,12458,3
12565,12578,3
12712,12792,3
12713,12775,3
12815,12897,3
12838,12883,3
12850,12871,3
12853,12882,3
12932,12934,3
12979,13124,3
13129,14018,3
13270,13564,3
13407,13482,3
13468,13776,3
13652,13657,3
13787,13796,3
13835,13886,3
13846,13897,3
13866,13874,3
13937,14000,3
13943,13997,3
14481,14498,3
14501,14519,3
14503,14512,3
14514,14544,3
14519,14596,3
14601,14645,3
14601,14678,3
14602,14683,3
14622,14664,3
14644,14659,3
14649,14697,3
14701,14721,3
14705,14726,3
14726,14752,3
14730,14772,3
14734,14792,3
14735,14760,3
14739,14746,3
14769,14797,3
15111,15173,3
15144,15165,3
15310,15317,3
15316,15375,3
20,3659,3
23,11686,3
47,3867,3
47,4827,3
52,5428,3
57,3988,3
57,9364,3
61,134,3
64,1598,3
64,7601,3
76,10377,3
78,8178,3
86,6452,3
92,6580,3
112,2004,3
112,2332,3
125,1211,3
126,3734,3
129,3043,3
132,2639,3
132,8552,3
139,11253,3
147,5053,3
150,1637,3
156,2774,3
162,10377,3
167,5755,3
173,2345,3
183,3631,3
186,2322,3
186,6595,3
187,202,3
187,7671,3
190,2311,3
195,4551,3
195,7246,3
199,2457,3
199,3041,3
209,228,3
209,639,3
211,2939,3
212,227,3
212,242,3
212,315,3
213,1008,3
213,5953,3
216,239,3
218,3361,3
218,10925,3
226,2563,3
226,4397,3
229,248,3
232,4823,3
234,8749,3
240,629,3
242,4620,3
245,629,3
245,3307,3
254,5166,3
256,1077,3
258,991,3
258,1158,3
258,4126,3
269,3900,3
270,1507,3
271,9698,3
272,8044,3
272,8280,3
272,10160,3
288,1431,3
291,866,3
292,467,3
295,3477,3
311,9385,3
313,2428,3
315,761,3
321,4941,3
323,6356,3
329,2577,3
330,709,3
332,10775,3
335,6208,3
335,7005,3
337,2100,3
337,2692,3
340,1562,3
343,6479,3
347,7827,3
348,10516,3
363,3493,3
363,12255,3
374,743,3
378,724,3
379,4744,3
381,797,3
383,564,3
388,655,3
388,8905,3
391,3544,3
392,774,3
394,3665,3
397,419,3
398,4152,3
398,7139,3
401,3742,3
401,6339,3
405,7133,3
407,1082,3
415,3123,3
419,3476,3
427,2573,3
430,465,3
435,1611,3
437,9765,3
442,615,3
446,3608,3
446,8382,3
450,1618,3
455,4717,3
468,1267,3
469,10576,3
479,4511,3
483,3604,3
497,10702,3
509,5662,3
510,533,3
511,4373,3
525,3409,3
544,11322,3
546,2745,3
548,8722,3
564,5212,3
570,1156,3
574,3839,3
592,5220,3
594,9321,3
601,692,3
606,3590,3
612,2035,3
612,14011,3
613,12310,3
614,5216,3
628,2197,3
629,2290,3
633,2170,3
661,2151,3
662,664,3
670,955,3
670,4868,3
672,2162,3
683,6251,3
683,8196,3
694,10568,3
696,1552,3
711,6571,3
712,1038,3
714,718,3
715,723,3
716,2930,3
726,1021,3
727,1258,3
732,2960,3
734,1002,3
734,7640,3
736,775,3
739,4823,3
741,787,3
742,788,3
752,7344,3
758,847,3
768,7182,3
770,790,3
772,1044,3
794,4359,3
796,1003,3
796,3902,3
811,851,3
813,831,3
814,3670,3
819,3739,3
823,839,3
833,1715,3
835,4893,3
836,1303,3
839,4148,3
841,881,3
846,2501,3
847,1026,3
848,6349,3
855,10850,3
859,7877,3
860,4953,3
865,9537,3
865,12785,3
868,870,3
869,3798,3
874,1026,3
876,3784,3
889,3536,3
893,2715,3
905,4384,3
908,6396,3
918,2390,3
920,7995,3
923,2315,3
925,997,3
928,979,3
945,4020,3
946,2901,3
950,1372,3
952,7062,3
956,3681,3
992,2923,3
993,12273,3
994,8349,3
1002,12883,3
1003,1058,3
1019,4575,3
1020,10509,3
1028,7442,3
1029,3461,3
1039,1071,3
1042,4719,3
1046,2747,3
1050,1151,3
1053,1635,3
1057,13238,3
1061,1068,3
1067,1068,3
1074,10749,3
1076,12401,3
1095,1143,3
1095,3151,3
1112,3179,3
1115,10009,3
1120,8316,3
1122,4875,3
1142,12113,3
1146,4113,3
1158,1162,3
1160,5286,3
1163,9200,3
1167,2912,3
1168,1200,3
1173,8386,3
1183,3967,3
1186,12373,3
1191,2162,3
1205,2511,3
1211,6944,3
1214,9824,3
1215,1263,3
1216,1277,3
1221,4563,3
1235,1239,3
1243,2586,3
1254,9271,3
1257,4293,3
1263,11044,3
1287,4009,3
1302,3120,3
1309,3536,3
1309,3537,3
1310,2783,3
1321,9734,3
1321,10833,3
1326,1477,3
1326,7582,3
1337,9063,3
1340,8106,3
1340,10244,3
1341,1382,3
1342,3093,3
1342,7162,3
1343,2910,3
1343,11972,3
1345,5630,3
1361,9036,3
1365,4300,3
1383,6113,3
1389,6372,3
1391,1439,3
1398,2272,3
1405,1463,3
1405,2728,3
1410,3309,3
1411,9653,3
1424,1499,3
1426,1825,3
1428,2728,3
1430,3226,3
1430,7640,3
1430,9999,3
1434,11834,3
1442,1867,3
1448,10136,3
1460,9226,3
1465,6578,3
1476,1692,3
1476,4285,3
1477,7637,3
1484,5477,3
1484,6054,3
1499,13076,3
1504,4832,3
1521,6987,3
1523,1591,3
1528,2617,3
1539,2468,3
1544,7001,3
1554,4416,3
1562,4955,3
1569,3980,3
1570,8142,3
1571,3959,3
1575,3952,3
1575,4670,3
1575,10358,3
1576,3980,3
1624,1715,3
1624,5304,3
1635,3411,3
1635,8216,3
1637,10719,3
1639,3116,3
1641,4598,3
1655,1656,3
1668,4829,3
1668,9319,3
1670,3071,3
1673,2563,3
1675,9386,3
1687,2327,3
1697,3957,3
1703,2226,3
1703,9776,3
1714,9984,3
1718,11433,3
1726,8189,3
1729,4757,3
1734,4040,3
1735,6059,3
1737,1927,3
1739,14669,3
1767,9753,3
1768,1788,3
1769,11756,3
1775,2973,3
1780,7590,3
1780,7803,3
1783,12162,3
1807,2701,3
1811,5278,3
1812,2766,3
1826,4656,3
1826,8336,3
1827,4677,3
1828,1836,3
1828,12232,3
1829,4810,3
1834,2794,3
1845,3956,3
1866,13878,3
1877,9205,3
1884,4611,3
1887,2609,3
1889,12032,3
1902,1911,3
1905,1974,3
1906,1969,3
1909,1925,3
1910,1982,3
1911,1978,3
1912,1973,3
1915,1923,3
1925,1994,3
1925,1999,3
1933,9481,3
1935,1954,3
1936,1965,3
1936,1980,3
1939,1960,3
1945,1971,3
1950,1970,3
1950,1979,3
1956,1978,3
1960,1986,3
1967,1976,3
1973,1978,3
1990,3919,3
1991,3309,3
2001,4315,3
2004,2369,3
2012,7833,3
2028,10525,3
2038,4550,3
2045,2081,3
2045,3621,3
2046,4614,3
2049,8706,3
2062,5096,3
2062,7656,3
2062,11400,3
2068,2106,3
2068,2859,3
2079,3506,3
2088,12241,3
2093,3285,3
2094,2317,3
2123,4761,3
2124,4237,3
2124,4711,3
2125,4234,3
2128,6468,3
2128,9621,3
2134,7682,3
2149,2176,3
2152,3436,3
2160,3181,3
2175,3483,3
2176,2194,3
2182,3525,3
2182,6720,3
2183,3154,3
2202,2228,3
2203,2280,3
2204,4810,3
2208,5408,3
2215,2700,3
2217,2274,3
2221,3624,3
2224,8950,3
2227,6572,3
2228,2250,3
2233,11025,3
2234,2262,3
2234,10896,3
2237,2238,3
2239,2241,3
2246,2289,3
2246,3104,3
2247,2255,3
2266,2281,3
2267,2273,3
2270,2280,3
2271,2430,3
2273,2276,3
2277,2289,3
2277,4626,3
2279,2325,3
2280,6012,3
2284,2297,3
2284,5003,3
2285,7192,3
2285,7442,3
2295,3635,3
2328,3858,3
2336,3563,3
2336,4189,3
2354,10720,3
2378,6707,3
2379,3420,3
2392,3609,3
2403,4346,3
2403,5084,3
2404,5865,3
2405,3510,3
2406,2407,3
2408,5605,3
2411,6459,3
2412,7900,3
2425,5175,3
2426,4159,3
2430,2450,3
2433,8120,3
2449,2483,3
2458,3979,3
2460,3512,3
2465,4816,3
2491,3343,3
2496,3651,3
2500,5545,3
2501,5703,3
2501,5919,3
2504,3178,3
2512,4598,3
2529,4860,3
2529,8905,3
2545,3149,3
2551,2570,3
2559,5239,3
2560,4292,3
2560,4551,3
2571,8461,3
2572,5375,3
2573,2575,3
2580,2593,3
2589,7608,3
2601,6416,3
2603,2628,3
2608,3913,3
2621,4477,3
2639,7114,3
2653,7845,3
2663,2681,3
2665,2666,3
2669,11909,3
2669,11910,3
2673,7854,3
2689,6305,3
2695,3807,3
2695,5387,3
2695,9661,3
2697,4546,3
2712,7533,3
2714,2757,3
2715,4876,3
2716,2730,3
2720,5186,3
2723,9755,3
2728,6931,3
2729,5450,3
2747,7526,3
2747,8293,3
2755,3084,3
2758,5497,3
2761,5198,3
2761,10414,3
2776,11010,3
2780,4536,3
2780,5952,3
2788,5754,3
2790,5721,3
2790,6876,3
2797,5560,3
2821,8720,3
2824,9184,3
2825,10017,3
2840,12880,3
2841,10760,3
2859,10196,3
2861,4263,3
2862,5378,3
2867,4690,3
2868,3055,3
2886,7082,3
2901,3681,3
2910,10150,3
2919,8329,3
2923,4159,3
2946,6571,3
2982,8121,3
3012,3802,3
3015,3059,3
3019,3807,3
3029,11958,3
3030,9696,3
3047,5406,3
3054,7503,3
3071,3771,3
3075,3077,3
3105,3119,3
3105,13878,3
3109,5858,3
3120,3132,3
3120,3157,3
3141,3199,3
3147,3194,3
3152,3158,3
3153,3631,3
3157,3173,3
3173,5361,3
3180,7508,3
3187,10709,3
3193,6159,3
3205,8956,3
3208,3321,3
3223,5226,3
3223,9376,3
3227,3289,3
3238,5858,3
3238,7894,3
3239,5711,3
3250,3668,3
3263,7641,3
3290,8563,3
3298,11812,3
3299,7837,3
3303,4047,3
3303,8466,3
3307,4709,3
3310,3369,3
3336,3354,3
3340,3383,3
3345,4795,3
3348,9051,3
3367,6326,3
3392,6339,3
3411,4492,3
3414,4580,3
3420,3448,3
3431,3484,3
3435,3495,3
3449,11883,3
3451,4247,3
3463,7460,3
3477,6080,3
3483,9293,3
3491,7528,3
3502,10376,3
3503,3588,3
3503,6807,3
3508,10880,3
3524,4478,3
3527,7532,3
3534,4735,3
3538,3591,3
3544,4682,3
3551,3888,3
3551,4945,3
3569,11788,3
3572,4300,3
3582,8268,3
3587,10551,3
3606,3677,3
3607,3979,3
3617,3691,3
3629,4517,3
3632,4091,3
3636,6237,3
3637,4492,3
3637,5232,3
3638,3692,3
3638,5198,3
